,playername,gamesPlayed,gamesStarted,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,era,inningsPitched,wins,losses,saves,saveOpportunities,holds,blownSaves,earnedRuns,whip,battersFaced,outs,gamesPitched,completeGames,shutouts,strikes,strikePercentage,hitBatsmen,balks,wildPitches,pickoffs,totalBases,groundOutsToAirouts,winPercentage,pitchesPerInning,gamesFinished,strikeoutWalkRatio,strikeoutsPer9Inn,walksPer9Inn,hitsPer9Inn,runsScoredPer9,homeRunsPer9,inheritedRunners,inheritedRunnersScored,catchersInterference,sacBunts,sacFlies,assists,putOuts,errors,chances,fielding,rangeFactorPerGame,rangeFactorPer9Inn,innings,games,doublePlays,triplePlays,throwingErrors,plateAppearances,rbi,leftOnBase,babip,atBatsPerHomeRun,passedBall,catcherERA
681911,Alex Vesia,54,0,29,44,13,4,0,2,65,21,0,33,2,.196,168,.292,.256,.548,1,2,.667,1,813,2.36,45.2,4,0,1,2,14,1,12,1.18,194,137,54,0,0,520,.640,2,0,1,0,43,0.66,1.000,17.80,6,3.10,12.81,4.14,6.50,2.56,0.39,25,7,0,2,1,4,1,2,7,.714,0.09,1.00,45.2,54,0,0,2,,,,,,,
571760,Andrew Heaney,11,11,32,48,25,10,1,11,78,13,0,43,8,.216,199,.290,.442,.732,1,0,.000,1,874,2.94,52.0,2,2,0,0,0,0,17,1.08,222,156,11,0,0,588,.670,8,0,0,0,88,0.67,.500,16.81,0,6.00,13.50,2.25,7.44,4.33,1.90,0,0,0,1,1,1,2,1,4,.750,0.27,0.52,52.0,11,0,0,1,,,,,,,
605131,Austin Barnes,4,0,48,38,27,5,0,7,27,21,0,32,3,.222,144,.331,.403,.734,6,15,.714,5,677,,,,,,,,,,,,,,,,,,,,6,0,58,1.26,,,,,,,,,,,,0,0,1,0,0,0,0,.000,0.00,-.--,0.0,4,0,0,0,169,23,73,.225,20.57,1,3.19
595014,Blake Treinen,5,0,6,3,1,0,0,1,6,1,0,1,0,.063,16,.118,.250,.368,0,0,.---,0,69,1.80,5.0,1,1,0,0,1,0,1,0.40,17,15,5,0,0,46,.670,0,0,0,0,4,2.00,.500,13.80,1,6.00,10.80,1.80,1.80,1.80,1.80,0,0,0,0,0,0,0,0,0,.000,0.00,0.00,5.0,5,0,0,0,,,,,,,
657571,Caleb Ferguson,27,1,21,27,5,4,0,0,27,11,0,12,1,.138,87,.242,.184,.426,0,1,1.000,2,408,1.73,26.0,1,0,0,0,7,0,5,0.88,99,78,27,0,0,268,.660,1,0,0,0,16,0.78,1.000,15.69,2,2.45,9.35,3.81,4.15,1.73,0.00,3,0,0,0,0,1,0,0,1,1.000,0.04,0.35,26.0,27,0,0,0,,,,,,,
455119,Chris Martin,15,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,.000,.000,.000,0,0,.---,0,0,2.51,14.1,3,1,1,2,1,1,4,0.49,53,43,15,0,0,156,.740,0,0,1,0,0,-.--,.750,14.72,1,-.--,11.30,0.00,4.40,2.51,0.63,6,0,0,0,0,2,1,0,3,1.000,0.20,1.93,14.1,15,0,0,0,0,0,0,.---,-.--,,
621035,Chris Taylor,3,3,46,80,39,23,3,8,139,40,2,73,4,.218,335,.306,.376,.682,1,9,.900,4,1689,,,,,,,,,,,,,,,,,,,,,,126,0.58,,,,,,,,,,,,0,0,3,0,0,0,0,.000,0.00,-.--,0.0,3,0,0,0,382,34,174,.340,41.88,,
477132,Clayton Kershaw,17,17,92,89,32,13,1,8,102,18,0,75,2,.211,355,.252,.321,.573,2,3,.600,6,1418,2.62,96.1,7,3,0,0,0,0,28,0.97,378,289,17,0,0,951,.670,2,1,0,2,114,1.03,.700,14.72,0,5.67,9.53,1.68,7.01,2.99,0.75,0,0,0,1,2,10,1,1,12,.917,0.65,1.03,96.1,17,0,0,1,,,,,,,
641355,Cody Bellinger,121,115,88,132,60,22,3,17,130,36,0,86,2,.199,432,.262,.382,.644,2,12,.857,7,1990,,,,,,,,,,,,,,,,,,,,,,165,0.67,,,,,,,,,,,,0,0,4,2,277,3,282,.989,2.31,2.43,1034.1,121,0,0,1,474,55,215,.239,25.41,,
518886,Craig Kimbrel,51,0,35,49,25,14,1,2,62,21,1,47,2,.245,192,.324,.359,.683,0,2,1.000,2,900,3.88,48.2,4,5,22,26,1,4,21,1.40,216,146,51,0,0,566,.630,2,1,7,0,69,0.71,.444,18.49,42,2.95,11.47,3.88,8.69,4.62,0.37,3,1,0,0,1,3,2,0,5,1.000,0.10,0.94,48.2,51,0,0,0,0,0,0,.---,-.--,,
669160,Dustin May,3,3,16,12,8,0,0,2,18,8,0,9,3,.164,55,.303,.273,.576,0,3,1.000,1,244,3.94,16.0,1,2,0,0,0,0,7,1.06,66,48,3,0,0,157,.640,3,0,0,0,15,1.33,.333,15.25,0,2.25,10.13,4.50,5.06,4.50,1.13,0,0,0,0,0,4,0,1,5,.800,1.33,2.25,16.0,3,0,0,0,,,,,,,
623465,Evan Phillips,54,0,44,50,11,6,0,2,61,14,1,27,3,.150,180,.221,.217,.438,0,1,1.000,3,778,1.35,53.1,6,3,2,4,17,2,8,0.77,199,160,54,0,0,514,.660,3,0,0,0,39,0.88,.667,14.59,9,4.36,10.29,2.36,4.56,1.86,0.34,21,5,0,0,2,6,3,0,9,1.000,0.17,1.53,53.1,54,0,0,0,1,0,0,.---,-.--,,
518692,Freddie Freeman,136,136,122,154,100,44,2,17,89,64,7,172,5,.324,531,.398,.510,.908,2,11,.846,5,2345,,,,,,,,,,,,,,,,,,,,,,271,0.79,,,,,,,,,,,,0,0,6,74,986,3,1063,.997,7.79,8.13,1174.2,136,84,0,0,606,84,182,.360,31.24,,
666158,Gavin Lux,28,24,105,80,62,18,7,6,79,46,0,108,0,.293,369,.368,.428,.796,2,7,.778,3,1663,,,,,,,,,,,,,,,,,,,,,,158,1.31,,,,,,,,,,,,0,0,3,0,29,0,29,1.000,1.04,1.27,205.1,28,0,0,0,418,42,173,.355,61.50,,
593643,Hanser Alberto,5,1,45,35,12,8,2,2,23,2,0,32,0,.237,135,.248,.370,.618,1,0,.000,4,454,3.38,8.0,0,0,0,0,0,0,3,1.38,36,24,8,0,0,70,.600,1,0,0,0,50,1.29,.---,14.63,8,0.33,1.13,3.38,9.00,3.38,1.13,0,0,0,0,0,0,0,0,0,.000,0.00,-.--,0.0,5,0,0,0,137,14,72,.273,67.50,,
592390,Heath Hembree,20,0,10,25,13,6,0,5,12,14,1,17,0,.274,62,.397,.613,1.010,1,6,.857,0,301,7.16,16.1,2,0,0,1,2,1,13,1.90,78,49,20,0,0,178,.590,0,0,1,0,38,0.40,1.000,18.43,3,0.86,6.61,7.71,9.37,7.16,2.76,13,7,0,0,2,0,0,0,0,.000,0.00,0.00,16.1,20,0,0,0,,,,,,,
608336,Joey Gallo,1,0,29,61,32,4,1,12,106,40,0,37,0,.159,233,.282,.339,.621,0,2,1.000,0,1142,,,,,,,,,,,,,,,,,,,,,,79,0.48,,,,,,,,,,,,0,0,0,0,2,0,2,1.000,2.00,3.00,6.0,1,0,0,0,273,24,122,.217,19.42,,
628711,Julio Urias,26,26,121,169,44,18,3,18,139,34,0,104,5,.196,530,.250,.343,.593,3,3,.500,10,2177,2.29,145.2,15,7,0,0,0,0,37,0.95,572,437,26,0,0,1505,.690,5,1,0,1,182,0.72,.682,14.95,0,4.09,8.59,2.10,6.43,2.72,1.11,0,0,0,0,3,8,3,1,12,.917,0.42,0.68,145.2,26,0,0,1,,,,,,,
677865,Justin Bruihl,20,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,.000,.000,.000,0,0,.---,0,0,3.98,20.1,1,1,0,1,3,1,9,1.23,87,61,20,0,0,198,.650,3,0,0,1,0,-.--,.500,14.95,7,2.40,5.31,2.21,8.85,4.43,1.77,2,0,0,0,0,4,1,1,6,.833,0.25,2.25,20.1,20,0,0,1,0,0,0,.---,-.--,,
457759,Justin Turner,50,50,83,139,54,32,0,11,74,44,1,112,5,.280,400,.352,.443,.795,0,3,1.000,12,1838,,,,,,,,,,,,,,,,,,,,,,177,0.60,,,,,,,,,,,,0,0,8,0,0,0,0,.000,0.00,-.--,0.0,50,0,0,0,457,73,169,.313,36.36,,
571970,Max Muncy,22,22,74,124,60,17,1,19,122,74,1,77,2,.197,391,.323,.391,.714,0,2,1.000,2,2041,,,,,,,,,,,,,,,,,,,,,,153,0.60,,,,,,,,,,,,0,0,6,0,0,0,0,.000,0.00,-.--,0.0,22,0,0,0,473,57,183,.227,20.58,,
678246,Miguel Vargas,3,3,4,7,1,1,0,0,5,1,0,3,0,.158,19,.200,.211,.411,0,1,1.000,0,90,,,,,,,,,,,,,,,,,,,,,,4,0.57,,,,,,,,,,,,0,0,0,0,0,0,0,.000,0.00,-.--,0.0,3,0,0,0,20,2,11,.214,-.--,,
605141,Mookie Betts,115,112,109,157,105,32,3,33,86,47,0,135,6,.280,483,.348,.563,.911,1,12,.923,8,2061,,,,,,,,,,,,,,,,,,,,,,272,0.69,,,,,,,,,,,,0,0,4,8,254,0,262,1.000,2.28,2.41,977.1,115,4,0,0,540,74,170,.277,14.64,,
641360,Phil Bickford,53,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,.000,.000,.000,0,0,.---,0,0,4.85,52.0,2,1,0,1,6,1,28,1.17,213,156,53,0,0,581,.670,2,0,0,1,0,-.--,.667,16.65,11,3.93,9.52,2.42,8.13,4.85,1.56,10,3,0,0,0,2,1,0,3,1.000,0.06,0.52,52.0,53,0,0,0,0,0,0,.---,-.--,,
572204,Trayce Thompson,2,1,4,2,1,0,0,0,7,2,0,1,0,.071,14,.188,.071,.259,1,0,.000,0,72,,,,,,,,,,,,,,,,,,,,,,1,2.00,,,,,,,,,,,,0,0,0,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,16,2,8,.143,-.--,,
607208,Trea Turner,135,135,139,144,85,35,2,19,107,37,1,168,3,.304,552,.348,.478,.826,3,23,.885,9,2302,,,,,,,,,,,,,,,,,,,,,,264,0.97,,,,,,,,,,,,2,0,6,274,155,13,442,.971,3.18,3.30,1169.2,135,45,0,7,600,91,230,.345,29.05,,
542881,Tyler Anderson,26,24,144,188,50,27,6,13,117,30,0,129,7,.226,572,.271,.362,.633,1,4,.800,13,2245,2.73,154.2,14,3,0,0,0,0,47,1.03,615,464,26,0,0,1547,.690,7,0,6,1,207,0.77,.824,14.52,0,3.90,6.81,1.75,7.51,2.91,0.76,0,0,0,3,3,28,12,1,41,.976,1.54,2.34,154.2,26,1,0,1,1,0,1,.---,-.--,,
669257,Will Smith,20,19,86,151,58,23,1,21,78,51,3,110,9,.261,421,.351,.470,.821,9,40,.816,8,2003,,,,,,,,,,,,,,,,,,,,28,1,198,0.57,,,,,,,,,,,,0,0,4,0,0,0,0,.000,0.00,-.--,0.0,20,0,0,0,485,80,196,.273,20.05,4,2.72
676265,,11,5,18,46,14,8,0,7,29,13,0,24,2,.205,117,.295,.453,.748,0,2,1.000,0,525,4.06,31.0,0,2,0,0,0,0,14,1.19,132,93,11,0,0,332,.630,2,0,1,0,53,0.39,.000,16.94,6,2.23,8.42,3.77,6.97,4.06,2.03,2,0,0,0,0,1,0,0,1,1.000,0.09,0.29,31.0,11,0,0,0,,,,,,,
670970,Adrian Morejon,19,0,18,31,13,3,0,3,22,6,0,25,1,.260,96,.311,.385,.696,0,2,1.000,3,398,4.50,24.0,3,0,0,0,4,0,12,1.29,103,72,19,0,0,263,.660,1,0,0,0,37,0.58,1.000,16.58,3,3.67,8.25,2.25,9.38,4.88,1.13,7,0,0,0,0,2,1,1,4,.750,0.16,1.13,24.0,19,0,0,1,,,,,,,
543592,Austin Nola,6,5,77,102,34,11,0,3,54,32,1,73,5,.245,298,.321,.312,.633,7,53,.883,4,1315,,,,,,,,,,,,,,,,,,,,24,0,93,0.75,,,,,,,,,,,,2,0,8,0,0,0,0,.000,0.00,-.--,0.0,6,0,0,0,343,34,130,.281,99.33,3,3.52
605483,Blake Snell,19,19,63,96,44,16,1,9,134,42,0,86,2,.231,373,.308,.351,.659,3,11,.786,5,1842,3.73,99.0,6,8,0,0,0,0,41,1.29,423,297,19,0,0,1158,.630,2,0,5,2,131,0.66,.429,18.61,0,3.19,12.18,3.82,7.82,4.00,0.82,0,0,0,1,5,7,4,0,11,1.000,0.58,1.00,99.0,19,0,0,0,0,0,0,.---,-.--,,
666703,Eguy Rosario,1,0,0,2,0,0,0,0,2,1,0,0,0,.000,4,.200,.000,.200,0,0,.---,0,20,,,,,,,,,,,,,,,,,,,,,,0,0.00,,,,,,,,,,,,0,0,0,2,0,0,2,1.000,2.00,9.00,2.0,1,0,0,0,5,0,2,.000,-.--,,
673490,Ha-Seong Kim,108,102,111,129,49,25,3,8,86,43,0,111,6,.256,433,.330,.383,.713,2,9,.818,8,1986,,,,,,,,,,,,,,,,,,,,,,166,0.86,,,,,,,,,,,,0,1,3,275,104,7,386,.982,3.51,3.86,884.2,108,50,0,3,486,51,178,.301,54.12,,
630105,Jake Cronenworth,2,2,101,173,79,26,3,15,111,62,3,122,16,.244,501,.342,.397,.739,0,2,1.000,1,2287,,,,,,,,,,,,,,,,,,,,,,199,0.58,,,,,,,,,,,,3,0,6,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,588,71,189,.281,33.40,,
605397,Joe Musgrove,25,25,166,131,62,30,2,19,152,33,0,133,12,.230,578,.284,.388,.672,0,7,1.000,11,2399,3.16,153.2,9,6,0,0,0,0,54,1.08,628,461,25,0,0,1597,.670,12,0,3,0,224,1.27,.600,15.61,0,4.61,8.90,1.93,7.79,3.63,1.11,0,0,1,0,4,15,16,1,32,.969,1.24,1.82,153.2,25,2,0,1,,,,,,,
595751,Jorge Alfaro,10,8,49,43,25,13,0,7,92,10,0,61,3,.252,242,.287,.393,.680,5,22,.815,5,941,,,,,,,,,,,,,,,,,,,,23,1,95,1.14,,,,,,,,,,,,0,0,3,0,0,0,0,.000,0.00,-.--,0.0,10,0,0,0,258,38,116,.370,34.57,7,4.08
640492,Jose Azocar,3,0,43,38,17,6,3,0,34,12,0,39,0,.257,152,.309,.336,.645,5,4,.444,4,596,,,,,,,,,,,,,,,,,,,,,,51,1.13,,,,,,,,,,,,0,1,1,0,0,0,0,.000,0.00,-.--,0.0,3,0,0,0,166,8,77,.328,-.--,,
605137,Josh Bell,16,16,40,25,20,4,0,3,27,22,0,22,0,.193,114,.324,.307,.631,0,0,.---,0,590,,,,,,,,,,,,,,,,,,,,,,35,1.60,,,,,,,,,,,,1,0,0,0,0,0,0,.000,0.00,-.--,0.0,16,0,0,0,137,11,60,.226,38.00,,
623352,Josh Hader,37,0,16,27,16,5,1,7,59,12,0,26,1,.203,128,.277,.422,.699,0,4,1.000,0,610,4.24,34.0,1,4,29,31,0,2,16,1.12,141,102,37,0,0,389,.640,1,0,2,0,54,0.59,.200,17.94,34,4.92,15.62,3.18,6.88,4.24,1.85,4,0,0,0,0,3,1,0,4,1.000,0.11,1.06,34.0,37,0,0,0,,,,,,,
665742,Juan Soto,1,1,28,32,20,3,1,3,16,26,0,23,1,.232,99,.397,.374,.771,0,0,.---,1,545,,,,,,,,,,,,,,,,,,,,,,37,0.88,,,,,,,,,,,,1,0,0,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,127,6,43,.250,33.00,,
595777,Jurickson Profar,6,6,139,147,73,32,2,14,87,69,0,119,4,.244,488,.341,.404,.745,1,5,.833,11,2437,,,,,,,,,,,,,,,,,,,,,,197,0.95,,,,,,,,,,,,0,2,2,0,0,0,0,.000,0.00,-.--,0.0,6,0,0,0,565,55,188,.270,34.86,,
669134,Luis Campusano,4,3,11,5,2,0,0,0,3,1,0,4,0,.182,22,.208,.182,.390,0,4,1.000,2,68,,,,,,,,,,,,,,,,,,,,0,0,4,2.20,,,,,,,,,,,,0,0,1,0,0,0,0,.000,0.00,-.--,0.0,4,0,0,0,24,2,13,.200,-.--,1,10.08
671277,Luis Garcia,59,58,86,54,23,17,2,6,64,5,0,82,1,.291,282,.302,.429,.731,4,2,.333,4,1032,,,,,,,,,,,,,,,,,,,,,,121,1.59,,,,,,,,,,,,0,1,3,128,69,13,210,.938,3.34,3.52,503.1,59,27,0,10,292,33,128,.353,47.00,,
592518,Manny Machado,13,13,106,131,85,34,1,26,110,52,8,146,1,.297,491,.364,.530,.894,1,7,.875,11,1999,,,,,,,,,,,,,,,,,,,,,,260,0.81,,,,,,,,,,,,0,0,2,0,0,0,0,.000,0.00,-.--,0.0,13,0,0,0,546,88,215,.336,18.88,,
607461,Matt Beaty,3,2,15,16,6,1,1,0,8,2,0,4,2,.093,43,.170,.163,.333,0,0,.---,3,177,,,,,,,,,,,,,,,,,,,,,,7,0.94,,,,,,,,,,,,0,0,0,0,0,0,0,.000,0.00,-.--,0.0,3,0,0,0,47,1,28,.114,-.--,,
605182,Mike Clevinger,18,17,69,119,40,13,1,13,77,29,0,76,6,.224,339,.296,.383,.679,1,10,.909,3,1509,3.96,88.2,5,6,0,0,0,0,39,1.18,376,266,18,0,0,959,.640,6,0,2,0,130,0.58,.455,17.02,0,2.66,7.82,2.94,7.71,4.06,1.32,1,0,0,1,1,6,5,3,14,.786,0.61,1.13,88.2,18,0,0,3,,,,,,,
622503,Nabil Crismatt,48,1,69,51,25,18,0,3,60,21,1,52,2,.227,229,.294,.345,.639,0,9,1.000,7,980,2.66,61.0,5,2,0,4,5,4,18,1.20,255,183,48,0,0,639,.650,2,2,0,0,79,1.35,.714,16.07,14,2.86,8.85,3.10,7.67,3.69,0.44,9,5,0,0,3,4,3,0,7,1.000,0.15,1.03,61.0,48,1,0,0,,,,,,,
607259,Nick Martinez,37,10,104,88,38,18,0,13,86,36,0,89,4,.243,366,.317,.399,.716,1,5,.833,13,1566,3.27,96.1,4,3,8,8,4,0,35,1.30,407,289,37,0,0,1019,.650,4,0,4,0,146,1.18,.571,16.26,13,2.39,8.03,3.36,8.31,3.55,1.21,14,6,0,0,1,9,13,2,24,.917,0.59,2.06,96.1,37,2,0,1,,,,,,,
663753,Reiss Knehr,5,1,11,19,6,4,1,1,10,4,0,11,4,.216,51,.322,.392,.714,0,0,.---,1,242,3.95,13.2,0,0,0,0,0,0,6,1.10,59,41,5,0,0,146,.600,4,1,0,0,20,0.58,.---,17.71,2,2.50,6.59,2.63,7.24,3.95,0.66,3,0,0,0,0,2,1,0,3,1.000,0.60,2.08,13.2,5,0,0,0,,,,,,,
663158,Robert Suarez,34,0,29,32,13,4,0,4,42,17,0,23,3,.183,126,.295,.310,.605,2,1,.333,2,603,2.97,36.1,4,1,1,3,9,2,12,1.10,146,109,34,0,0,380,.630,3,1,2,0,39,0.91,.800,16.60,6,2.47,10.40,4.21,5.70,3.22,0.99,13,4,0,0,0,1,3,0,4,1.000,0.12,1.00,36.1,34,0,0,0,,,,,,,
640455,Sean Manaea,25,25,122,144,89,26,4,26,140,46,1,142,2,.262,542,.320,.469,.789,0,5,1.000,9,2194,5.27,138.1,7,8,0,0,0,0,81,1.36,596,415,25,0,0,1460,.670,2,0,0,0,254,0.85,.467,15.86,0,3.04,9.11,2.99,9.24,5.79,1.69,0,0,0,2,4,5,5,0,10,1.000,0.40,0.65,138.1,25,0,0,0,,,,,,,
621051,Steven Wilson,40,0,21,67,16,6,0,7,40,16,0,29,1,.187,155,.266,.361,.627,0,2,1.000,1,708,3.09,43.2,4,1,1,3,5,2,15,1.03,174,131,40,0,0,452,.640,1,0,3,0,56,0.31,.800,16.21,6,2.50,8.24,3.30,5.98,3.30,1.44,21,11,0,1,1,2,1,0,3,1.000,0.08,0.63,43.2,40,0,0,0,,,,,,,
657612,Tim Hill,47,0,57,35,13,6,1,0,24,9,0,40,2,.260,154,.305,.312,.617,0,0,.---,7,629,2.61,41.1,3,0,0,0,7,0,12,1.19,167,124,47,0,0,410,.650,2,0,1,0,48,1.63,1.000,15.22,18,2.67,5.23,1.96,8.71,2.83,0.00,27,7,0,0,2,7,5,2,14,.857,0.26,2.63,41.1,47,0,0,2,,,,,,,
663757,Trent Grisham,131,114,108,106,54,15,2,16,127,57,1,78,6,.190,410,.297,.354,.651,0,6,1.000,3,2031,,,,,,,,,,,,,,,,,,,,,,145,1.02,,,,,,,,,,,,0,7,2,3,303,2,308,.994,2.34,2.65,1040.0,131,1,0,0,482,49,179,.230,25.62,,
571976,Wil Myers,36,35,39,52,22,11,0,4,67,14,1,51,1,.248,206,.295,.359,.654,1,0,.000,6,898,6.75,2.2,0,0,0,0,0,0,2,1.13,12,8,3,0,0,26,.740,1,0,0,0,74,0.75,.---,13.13,3,-.--,0.00,0.00,10.13,6.75,6.75,2,1,0,0,3,1,70,1,72,.986,1.97,2.09,306.2,36,1,0,1,224,30,114,.341,51.50,,
506433,Yu Darvish,26,26,145,183,62,19,0,20,168,34,0,132,12,.212,622,.264,.339,.603,2,13,.867,9,2592,3.31,168.2,13,7,0,0,0,0,62,0.98,674,506,26,0,0,1748,.670,12,1,4,0,211,0.79,.650,15.37,0,4.94,8.96,1.81,7.04,3.31,1.07,0,0,0,1,5,5,15,0,20,1.000,0.77,1.07,168.2,26,0,0,0,,,,,,,
676265,,11,5,18,46,14,8,0,7,29,13,0,24,2,.205,117,.295,.453,.748,0,2,1.000,0,525,4.06,31.0,0,2,0,0,0,0,14,1.19,132,93,11,0,0,332,.630,2,0,1,0,53,0.39,.000,16.94,6,2.23,8.42,3.77,6.97,4.06,2.03,2,0,0,0,0,1,0,0,1,1.000,0.09,0.29,31.0,11,0,0,0,,,,,,,
677950,Alek Thomas,102,93,122,75,42,17,1,8,68,22,0,86,3,.249,346,.295,.373,.668,3,4,.571,6,1367,,,,,,,,,,,,,,,,,,,,,,129,1.63,,,,,,,,,,,,0,0,5,3,270,3,276,.989,2.68,2.98,825.2,102,1,0,0,376,38,141,.284,43.25,,
592761,Caleb Smith,35,1,41,65,28,9,1,11,53,31,1,47,1,.228,206,.332,.442,.774,1,1,.500,2,948,4.33,54.0,1,1,0,0,6,0,26,1.44,238,162,35,0,0,603,.640,1,0,1,1,91,0.63,.500,17.56,12,1.71,8.83,5.17,7.83,4.67,1.83,14,3,0,0,0,6,2,0,8,1.000,0.23,1.33,54.0,35,1,0,0,,,,,,,
608348,Carson Kelly,2,2,65,78,32,14,0,6,53,25,0,55,4,.221,249,.300,.349,.649,9,38,.809,5,1134,8.10,3.1,0,0,0,0,0,0,3,3.00,19,10,3,0,0,34,.580,0,0,18,1,87,0.83,.---,17.70,3,0.00,0.00,5.40,21.60,8.10,0.00,2,2,0,0,2,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,280,32,124,.255,41.50,3,3.50
572233,Christian Walker,10,10,116,152,72,20,1,32,102,64,2,113,7,.237,477,.332,.484,.816,2,0,.000,13,2135,,,,,,,,,,,,,,,,,,,,,,231,0.76,,,,,,,,,,,,0,0,6,0,0,0,0,.000,0.00,-.--,0.0,10,0,0,0,554,78,214,.232,14.91,,
669450,Cooper Hummel,16,12,40,30,17,7,3,2,56,21,0,27,1,.176,153,.280,.301,.581,0,4,1.000,4,716,,,,,,,,,,,,,,,,,,,,4,0,46,1.33,,,,,,,,,,,,0,0,0,0,0,0,0,.000,0.00,-.--,0.0,16,0,0,0,175,14,66,.263,76.50,2,6.47
