,playername,gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,atBats,caughtStealing,stolenBases,groundIntoDoublePlay,plateAppearances,totalBases,leftOnBase,sacBunts,sacFlies,catchersInterference,avg,obp,slg,ops,rbi,groundOutsToAirouts,strikeOutsperplateAppearance,homeRunsperplateAppearance,hitsperplateAppearance,rbiperplateAppearance,babip,avg_mean,avg_std,normalized_avg,avg_z_score,babip_mean,babip_std,normalized_babip,babip_z_score,ops_mean,ops_std,normalized_ops,ops_z_score,hits_mean,hits_std,normalized_hits,hits_z_score,rbi_mean,rbi_std,normalized_rbi,rbi_z_score
573262,Mike Yastrzemski,1,87,119,59,26,2,12,117,56,0,85,5,404,1,5,3,469.0,151,183.0,0,4,0,0.21,0.311,0.374,0.685,45.0,0.73,0.24946695095948826,0.0255863539445629,0.1812366737739872,0.09594882729211088,0.2616487455197133,0.24522500000000003,0.035177170627174285,85.63564073809765,-1.0013596708311954,0.294652673484853,0.03995439588894287,88.79904004440118,-0.8260399695912651,0.7160625,0.09848702545203575,95.66204067382387,-0.31539687443528047,77.7625,38.44517250979863,109.3071853399775,0.18825510532318082,39.90625,23.763191470590066,112.76429130775254,0.21435462514806378
642731,Thairo Estrada,1,141,99,60,19,2,12,78,27,0,108,11,420,3,17,9,464.0,167,190.0,1,5,0,0.257,0.315,0.398,0.713,53.0,1.42,0.16810344827586207,0.02586206896551724,0.23275862068965517,0.11422413793103449,0.2865671641791045,0.24522500000000003,0.035177170627174285,104.80171271281475,0.33473414120758815,0.294652673484853,0.03995439588894287,97.25591856672423,-0.20236845347938656,0.7160625,0.09848702545203575,99.57231386925022,-0.03109546649362001,77.7625,38.44517250979863,138.88442372608904,0.7865096714624776,39.90625,23.763191470590066,132.81127642913077,0.5510097419450228
600303,La Stella,42,52,57,16,14,0,2,29,10,0,42,1,177,0,0,4,191.0,62,76.0,0,3,0,0.237,0.277,0.35,0.627,14.0,0.91,0.1518324607329843,0.010471204188481676,0.2198952879581152,0.07329842931937172,0.2684563758389262,0.24522500000000003,0.035177170627174285,96.6459374044245,-0.2338164171067881,0.294652673484853,0.03995439588894287,91.10943154321201,-0.6556549551829542,0.7160625,0.09848702545203575,87.56218905472636,-0.9043069337430081,77.7625,38.44517250979863,54.01060922681241,-0.9302208226763741,39.90625,23.763191470590066,35.0822239624119,-1.0901839524401526
527038,Wilmer Flores,23,96,171,65,26,1,17,86,49,1,107,10,455,0,0,7,519.0,186,169.0,0,5,0,0.235,0.32,0.409,0.729,63.0,0.56,0.16570327552986513,0.03275529865125241,0.20616570327552985,0.12138728323699421,0.25210084033613445,0.24522500000000003,0.035177170627174285,95.83035987358546,-0.29067147293822576,0.294652673484853,0.03995439588894287,85.55864684835245,-1.0650100496324744,0.7160625,0.09848702545203575,101.80675569520817,0.1313624809016152,77.7625,38.44517250979863,137.59845683973637,0.7604986033694647,39.90625,23.763191470590066,157.87000783085355,0.9718286379412217
663898,Brendan Rodgers,124,157,112,67,28,3,11,94,40,0,130,2,488,0,0,24,535.0,197,225.0,0,5,0,0.266,0.321,0.404,0.725,60.0,1.40,0.17570093457943925,0.020560747663551402,0.24299065420560748,0.11214953271028037,0.30670103092783507,0.24522500000000003,0.035177170627174285,108.47181160159036,0.5905818924490575,0.294652673484853,0.03995439588894287,104.08900326628172,0.30155273718745823,0.7160625,0.09848702545203575,101.24814523871868,0.0907479940528064,77.7625,38.44517250979863,167.17569522584793,1.3587531695087616,39.90625,23.763191470590066,150.35238841033674,0.8455829691423621
661531,Brian Serven,1,49,43,18,3,1,6,34,13,0,34,1,158,7,33,5,174.0,57,78.0,1,1,1,0.215,0.277,0.361,0.638,16.0,1.14,0.19540229885057472,0.034482758620689655,0.19540229885057472,0.09195402298850575,0.23529411764705882,0.24522500000000003,0.035177170627174285,87.67458456519522,-0.8592220312526012,0.294652673484853,0.03995439588894287,79.85473705846229,-1.4856576984116363,0.7160625,0.09848702545203575,89.09836781007245,-0.792617094908784,77.7625,38.44517250979863,43.722874135991,-1.1383093674204774,39.90625,23.763191470590066,40.09397024275646,-1.0060201732409129
543068,C.J. Cron,23,111,123,72,26,3,27,146,36,5,136,7,512,0,0,14,560.0,249,242.0,0,4,1,0.266,0.32,0.486,0.806,92.0,0.90,0.26071428571428573,0.048214285714285716,0.24285714285714285,0.16428571428571428,0.3177842565597668,0.24522500000000003,0.035177170627174285,108.47181160159036,0.5905818924490575,0.294652673484853,0.03995439588894287,107.85045755782117,0.5789496389636385,0.7160625,0.09848702545203575,112.56000698263071,0.9131913527411846,77.7625,38.44517250979863,174.891496543964,1.514819578066839,39.90625,23.763191470590066,230.54032889584963,2.1922034363301983
453568,Charlie Blackmon,68,144,124,57,20,4,16,94,29,3,126,8,481,1,3,9,525.0,202,178.0,4,3,0,0.262,0.313,0.42,0.733,74.0,1.16,0.17904761904761904,0.030476190476190476,0.24,0.14095238095238094,0.29411764705882354,0.24522500000000003,0.035177170627174285,106.84065653991233,0.47687178078618225,0.294652673484853,0.03995439588894287,99.81842132307787,-0.013390927684569214,0.7160625,0.09848702545203575,102.36536615169764,0.17197696775042398,77.7625,38.44517250979863,162.03182768043723,1.25470889713671,39.90625,23.763191470590066,185.43461237274863,1.4347294235370405
656582,Connor Joe,24,105,99,53,19,4,6,92,55,0,94,6,389,2,6,7,451.0,139,149.0,0,1,0,0.242,0.344,0.357,0.701,26.0,1.06,0.2039911308203991,0.013303769401330377,0.20842572062084258,0.057649667405764965,0.3013698630136986,0.24522500000000003,0.035177170627174285,98.68488123152206,-0.09167877752819405,0.294652673484853,0.03995439588894287,102.27969746529072,0.1681214139119178,0.7160625,0.09848702545203575,97.89648249978178,-0.1529389270400464,77.7625,38.44517250979863,120.88088731715159,0.42235471816029696,39.90625,23.763191470590066,65.15270164447925,-0.585201277244714
660707,Elehuris Montero,10,20,31,18,12,0,5,46,5,0,32,1,129,0,0,3,135.0,59,46.0,0,0,0,0.248,0.281,0.457,0.738,15.0,0.65,0.34074074074074073,0.037037037037037035,0.23703703703703705,0.1111111111111111,0.34615384615384615,0.24522500000000003,0.035177170627174285,101.13161382403915,0.07888638996611884,0.294652673484853,0.03995439588894287,117.47860355716087,1.2889989079586048,0.7160625,0.09848702545203575,103.06362922230949,0.222745076311435,77.7625,38.44517250979863,41.15094036328564,-1.1903315036065032,39.90625,23.763191470590066,37.588097102584186,-1.0481020628405326
553869,Elias Diaz,88,90,72,24,17,2,9,66,23,0,70,2,296,13,47,8,323.0,118,149.0,0,2,1,0.236,0.294,0.399,0.693,47.0,1.25,0.2043343653250774,0.02786377708978328,0.21671826625386997,0.14551083591331268,0.273542600896861,0.24522500000000003,0.035177170627174285,96.23814863900499,-0.2622439450225069,0.294652673484853,0.03995439588894287,92.83560799285358,-0.5283541927819289,0.7160625,0.09848702545203575,96.77926158680282,-0.23416790073766403,77.7625,38.44517250979863,90.01768204468735,-0.20191091607201275,39.90625,23.763191470590066,117.7760375880971,0.29851840434730353
641658,Garrett Hampson,2,53,40,27,6,3,2,52,21,0,39,1,179,2,10,3,206.0,57,81.0,3,2,0,0.218,0.3,0.318,0.618,14.0,1.33,0.2524271844660194,0.009708737864077669,0.18932038834951456,0.06796116504854369,0.29133858267716534,0.24522500000000003,0.035177170627174285,88.89795086145375,-0.7739394475054447,0.294652673484853,0.03995439588894287,98.87525513734799,-0.08294683811262031,0.7160625,0.09848702545203575,86.30531552762503,-0.9956895291528279,77.7625,38.44517250979863,50.15270856775438,-1.0082540269554128,39.90625,23.763191470590066,35.0822239624119,-1.0901839524401526
641857,Ryan McMahon,1,103,104,57,20,3,15,136,55,0,111,4,451,3,7,5,513.0,182,193.0,0,3,0,0.246,0.331,0.404,0.735,60.0,0.99,0.2651072124756335,0.029239766081871343,0.21637426900584794,0.11695906432748537,0.31683168316831684,0.24522500000000003,0.035177170627174285,100.31603629320011,0.022031334134681214,0.294652673484853,0.03995439588894287,107.52717069258289,0.5551081223981593,0.7160625,0.09848702545203575,102.64467137994238,0.19228421117482838,77.7625,38.44517250979863,142.74232438514707,0.8645428757415163,39.90625,23.763191470590066,150.35238841033674,0.8455829691423621
602074,Yonathan Daza,76,105,61,45,17,1,2,41,20,0,90,4,293,3,0,11,321.0,115,115.0,0,4,0,0.307,0.355,0.392,0.747,29.0,1.72,0.1277258566978193,0.006230529595015576,0.2803738317757009,0.09034267912772585,0.3464566929133858,0.24522500000000003,0.035177170627174285,125.1911509837904,1.7561105369935273,0.294652673484853,0.03995439588894287,117.58138448765708,1.2965787187103797,0.7160625,0.09848702545203575,104.32050274941082,0.3141276717212548,77.7625,38.44517250979863,115.73701977174086,0.31831044578824536,39.90625,23.763191470590066,72.67032106499607,-0.45895560844585437
663586,Austin Riley,136,109,132,80,36,2,35,143,46,1,151,14,531,0,2,9,595.0,296,233.0,0,4,0,0.284,0.355,0.557,0.912,89.0,0.83,0.24033613445378152,0.058823529411764705,0.253781512605042,0.1495798319327731,0.32492997198879553,0.24522500000000003,0.035177170627174285,115.81200937914159,1.1022773949319946,0.294652673484853,0.03995439588894287,110.27558927120984,0.757796428410561,0.7160625,0.09848702545203575,127.363184079602,1.9894752542346168,77.7625,38.44517250979863,194.18099983925416,1.9049855994620324,39.90625,23.763191470590066,223.02270947533282,2.0659577675313385
621020,Dansby Swanson,138,93,142,90,30,1,19,157,45,0,154,3,542,7,17,8,594.0,243,187.0,0,4,0,0.284,0.34,0.448,0.788,82.0,0.65,0.26430976430976433,0.03198653198653199,0.25925925925925924,0.13804713804713806,0.36486486486486486,0.24522500000000003,0.035177170627174285,115.81200937914159,1.1022773949319946,0.294652673484853,0.03995439588894287,123.82879834403444,1.7573082965682538,0.7160625,0.09848702545203575,110.04625992842803,0.730426161921545,77.7625,38.44517250979863,198.03890049831216,1.9830188037410712,39.90625,23.763191470590066,205.48159749412687,1.7713845403339994
592696,Eddie Rosario,8,48,55,19,8,1,4,56,15,0,36,0,193,0,3,3,210.0,58,65.0,0,2,0,0.187,0.243,0.301,0.544,19.0,0.87,0.26666666666666666,0.01904761904761905,0.17142857142857143,0.09047619047619047,0.23703703703703705,0.24522500000000003,0.035177170627174285,76.25649913344887,-1.6551928128927271,0.294652673484853,0.03995439588894287,80.44625362926571,-1.4420349792789822,0.7160625,0.09848702545203575,75.9710220825696,-1.7470575358557896,77.7625,38.44517250979863,46.29480790869635,-1.0862872312344514,39.90625,23.763191470590066,47.61158966327329,-0.8797745044420532
542303,Marcell Ozuna,65,101,132,52,15,0,21,111,29,0,96,2,436,1,2,11,471.0,174,196.0,0,4,0,0.22,0.27,0.399,0.669,50.0,0.77,0.2356687898089172,0.044585987261146494,0.20382165605095542,0.10615711252653928,0.2435064935064935,0.24522500000000003,0.035177170627174285,89.71352839229279,-0.7170843916740072,0.294652673484853,0.03995439588894287,82.64187479670407,-1.2801139609400003,0.7160625,0.09848702545203575,93.42759884786594,-0.4778548218305157,77.7625,38.44517250979863,123.45282108985694,0.47437685434632276,39.90625,23.763191470590066,125.29365700861395,0.4247640731461632
621566,Matt Olson,138,128,137,74,41,0,28,140,66,6,130,4,532,0,0,12,605.0,255,225.0,0,3,0,0.244,0.331,0.479,0.81,90.0,0.93,0.23140495867768596,0.04628099173553719,0.21487603305785125,0.1487603305785124,0.2779291553133515,0.24522500000000003,0.035177170627174285,99.50045876236109,-0.03482372169675641,0.294652673484853,0.03995439588894287,94.3243283783199,-0.41856516159038354,0.7160625,0.09848702545203575,113.1186174391202,0.9538058395899934,77.7625,38.44517250979863,167.17569522584793,1.3587531695087616,39.90625,23.763191470590066,225.5285826155051,2.1080396571309583
671739,Harris II,91,97,43,63,24,2,16,85,16,0,102,5,327,1,16,5,348.0,178,102.0,0,0,0,0.312,0.353,0.544,0.897,52.0,2.26,0.2442528735632184,0.04597701149425287,0.29310344827586204,0.14942528735632185,0.3805309734513274,0.24522500000000003,0.035177170627174285,127.23009481088793,1.8982481765721213,0.294652673484853,0.03995439588894287,129.1456035171149,2.1494080452419175,0.7160625,0.09848702545203575,125.26839486776642,1.8371709285515838,77.7625,38.44517250979863,131.16862240797298,0.6304432629044002,39.90625,23.763191470590066,130.3054032889585,0.5089278523454029
606115,Orlando Arcia,7,46,45,20,7,0,7,42,19,0,42,2,173,0,0,7,196.0,70,72.0,0,2,0,0.243,0.321,0.405,0.726,26.0,1.02,0.21428571428571427,0.03571428571428571,0.21428571428571427,0.1326530612244898,0.2777777777777778,0.24522500000000003,0.035177170627174285,99.09266999694157,-0.06325124961247523,0.294652673484853,0.03995439588894287,94.27295347179576,-0.4223539195531988,0.7160625,0.09848702545203575,101.38779785284105,0.10090161576500858,77.7625,38.44517250979863,54.01060922681241,-0.9302208226763741,39.90625,23.763191470590066,65.15270164447925,-0.585201277244714
660670,Acuna Jr.,22,100,81,61,20,0,11,105,47,2,106,9,389,10,26,6,448.0,159,120.0,0,3,0,0.272,0.362,0.409,0.771,39.0,1.23,0.234375,0.024553571428571428,0.23660714285714285,0.08705357142857142,0.3442028985507246,0.24522500000000003,0.035177170627174285,110.91854419410745,0.7611470599433704,0.294652673484853,0.03995439588894287,116.8164858237469,1.2401695473910122,0.7160625,0.09848702545203575,107.67216548834773,0.5578145928141076,77.7625,38.44517250979863,136.3124899533837,0.7344875352764518,39.90625,23.763191470590066,97.72905246671887,-0.03813671244965552
518595,Travis d'Arnaud,3,90,76,54,19,1,17,77,17,0,88,10,331,11,39,9,358.0,160,123.0,0,0,0,0.266,0.321,0.483,0.804,54.0,1.18,0.21508379888268156,0.04748603351955307,0.24581005586592178,0.15083798882681565,0.29957805907172996,0.24522500000000003,0.035177170627174285,108.47181160159036,0.5905818924490575,0.294652673484853,0.03995439588894287,101.67159032654429,0.12327518605380818,0.7160625,0.09848702545203575,112.28070175438596,0.8928841093167802,77.7625,38.44517250979863,113.16508599903553,0.26628830960221955,39.90625,23.763191470590066,135.31714956930304,0.5930916315446427
687093,Vaughn Grissom,27,22,24,21,5,0,5,20,7,1,33,1,99,1,4,0,107.0,53,46.0,0,0,0,0.333,0.383,0.535,0.918,16.0,0.92,0.18691588785046728,0.04672897196261682,0.308411214953271,0.14953271028037382,0.3783783783783784,0.24522500000000003,0.035177170627174285,135.79365888469772,2.4952262628022166,0.294652673484853,0.03995439588894287,128.41505013455424,2.0955317438974457,0.7160625,0.09848702545203575,128.2010997643362,2.05039698450783,77.7625,38.44517250979863,42.436907249638324,-1.1643204355134902,39.90625,23.763191470590066,40.09397024275646,-1.0060201732409129
661388,William Contreras,23,71,44,41,11,1,17,81,31,1,72,0,267,5,30,5,299.0,136,115.0,0,1,1,0.27,0.344,0.509,0.853,38.0,1.61,0.2709030100334448,0.056856187290969896,0.2408026755852843,0.12709030100334448,0.3235294117647059,0.24522500000000003,0.035177170627174285,110.10296666326842,0.7042920041119327,0.294652673484853,0.03995439588894287,109.80026345538565,0.7227424576789643,0.7160625,0.09848702545203575,119.12367984638212,1.390411573214687,77.7625,38.44517250979863,92.5896158173927,-0.14988877988598692,39.90625,23.763191470590066,95.22317932654659,-0.0802186020492754
607043,Brandon Nimmo,130,147,132,84,27,6,13,97,55,0,134,15,504,2,0,9,580.0,212,151.0,3,3,0,0.266,0.354,0.421,0.775,50.0,1.11,0.16724137931034483,0.022413793103448276,0.23103448275862068,0.08620689655172414,0.3047858942065491,0.24522500000000003,0.035177170627174285,108.47181160159036,0.5905818924490575,0.294652673484853,0.03995439588894287,103.43903912421722,0.25361967053293366,0.7160625,0.09848702545203575,108.2307759448372,0.5984290796629164,77.7625,38.44517250979863,172.31956277125863,1.4627974418808132,39.90625,23.763191470590066,125.29365700861395,0.4247640731461632
596129,Daniel Vogelbach,5,59,58,29,10,1,12,67,40,1,54,0,237,0,0,8,278.0,102,95.0,0,1,0,0.228,0.338,0.43,0.768,34.0,1.02,0.24100719424460432,0.04316546762589928,0.19424460431654678,0.1223021582733813,0.2641509433962264,0.24522500000000003,0.035177170627174285,92.97583851564889,-0.48966416834825666,0.294652673484853,0.03995439588894287,89.64824254676427,-0.7634136222059054,0.7160625,0.09848702545203575,107.25320764598061,0.527353727677501,77.7625,38.44517250979863,69.44221186304452,-0.6180880055602193,39.90625,23.763191470590066,85.19968676585748,-0.24854616044775493
573131,Darin Ruf,3,63,63,46,9,0,11,85,40,0,58,5,268,0,2,8,314.0,100,104.0,0,1,0,0.216,0.328,0.373,0.701,38.0,1.00,0.27070063694267515,0.03503184713375796,0.18471337579617833,0.12101910828025478,0.27167630057803466,0.24522500000000003,0.035177170627174285,88.08237333061473,-0.8307945033368824,0.294652673484853,0.03995439588894287,92.20221807761759,-0.5750649558232198,0.7160625,0.09848702545203575,97.89648249978178,-0.1529389270400464,77.7625,38.44517250979863,74.58607940845523,-0.5140437331881675,39.90625,23.763191470590066,95.22317932654659,-0.0802186020492754
500871,Eduardo Escobar,6,76,141,45,22,3,15,106,31,2,95,1,412,2,0,3,450.0,168,220.0,0,6,0,0.231,0.282,0.408,0.69,50.0,0.54,0.23555555555555555,0.03333333333333333,0.2111111111111111,0.1111111111111111,0.26936026936026936,0.24522500000000003,0.035177170627174285,94.19920481190742,-0.4043815846011002,0.294652673484853,0.03995439588894287,91.41619730598377,-0.6330318244552205,0.7160625,0.09848702545203575,96.36030374443571,-0.26462876587427064,77.7625,38.44517250979863,122.16685420350426,0.44836578625330986,39.90625,23.763191470590066,125.29365700861395,0.4247640731461632
596019,Francisco Lindor,2,132,153,82,20,4,21,113,56,2,141,9,533,4,15,7,604.0,232,239.0,0,6,0,0.265,0.341,0.435,0.776,89.0,0.86,0.1870860927152318,0.0347682119205298,0.23344370860927152,0.14735099337748345,0.2962962962962963,0.24522500000000003,0.035177170627174285,108.06402283617085,0.5621543645333387,0.294652673484853,0.03995439588894287,100.55781703658214,0.04113747123124741,0.7160625,0.09848702545203575,108.37042855895957,0.6085827013751186,77.7625,38.44517250979863,181.3213309757274,1.6448749185319034,39.90625,23.763191470590066,223.02270947533282,2.0659577675313385
543510,James McCann,1,30,44,15,5,0,2,35,9,0,27,4,134,7,21,5,149.0,38,55.0,0,2,2,0.201,0.268,0.284,0.552,13.0,0.68,0.2348993288590604,0.013422818791946308,0.18120805369127516,0.087248322147651,0.25252525252525254,0.24522500000000003,0.035177170627174285,81.96554184932204,-1.257207422072664,0.294652673484853,0.03995439588894287,85.70268497435978,-1.0543876342592626,0.7160625,0.09848702545203575,77.08824299554857,-1.665828562158172,77.7625,38.44517250979863,34.72110593152226,-1.3203868440715676,39.90625,23.763191470590066,32.576350822239625,-1.1322658420397724
643446,Jeff McNeil,4,110,143,58,36,1,7,56,30,0,141,8,446,0,3,5,488.0,200,191.0,0,4,0,0.316,0.367,0.448,0.815,53.0,0.77,0.11475409836065574,0.014344262295081968,0.2889344262295082,0.10860655737704918,0.3462532299741602,0.24522500000000003,0.035177170627174285,128.861249872566,2.0119582882349967,0.294652673484853,0.03995439588894287,117.51233269972681,1.2914863393939415,0.7160625,0.09848702545203575,113.81688050973202,1.0045739481510032,77.7625,38.44517250979863,181.3213309757274,1.6448749185319034,39.90625,23.763191470590066,132.81127642913077,0.5510097419450228
592192,Mark Canha,3,104,103,60,22,0,11,76,42,1,105,18,386,1,2,3,448.0,160,177.0,0,2,0,0.272,0.368,0.415,0.783,52.0,1.01,0.16964285714285715,0.024553571428571428,0.234375,0.11607142857142858,0.3122923588039867,0.24522500000000003,0.035177170627174285,110.91854419410745,0.7611470599433704,0.294652673484853,0.03995439588894287,105.9866028400521,0.44149548320452403,0.7160625,0.09848702545203575,109.34799685781617,0.679658053360534,77.7625,38.44517250979863,135.02652306703104,0.7084764671834389,39.90625,23.763191470590066,130.3054032889585,0.5089278523454029
624413,Pete Alonso,26,114,158,76,24,0,33,115,55,14,138,10,517,1,3,16,590.0,261,245.0,0,8,0,0.267,0.344,0.505,0.849,108.0,0.72,0.19491525423728814,0.05593220338983051,0.23389830508474577,0.18305084745762712,0.27851458885941643,0.24522500000000003,0.035177170627174285,108.87960036700987,0.6190094203647764,0.294652673484853,0.03995439588894287,94.52301435633633,-0.40391261753259805,0.7160625,0.09848702545203575,118.56506938989264,1.3497970863658781,77.7625,38.44517250979863,177.46343031666933,1.5668417142528648,39.90625,23.763191470590066,270.6342991386061,2.8655136699241166
516782,Starling Marte,1,140,93,76,24,5,16,97,26,0,136,13,466,9,18,18,505.0,218,192.0,0,0,0,0.292,0.347,0.468,0.815,63.0,1.51,0.19207920792079208,0.031683168316831684,0.2693069306930693,0.12475247524752475,0.33994334277620397,0.24522500000000003,0.035177170627174285,119.0743195024977,1.3296976182577451,0.294652673484853,0.03995439588894287,115.37086657171606,1.1335591061679615,0.7160625,0.09848702545203575,113.81688050973202,1.0045739481510032,77.7625,38.44517250979863,174.891496543964,1.514819578066839,39.90625,23.763191470590066,157.87000783085355,0.9718286379412217
621512,Tomas Nido,83,78,52,23,12,0,0,69,13,0,54,1,239,11,46,9,267.0,66,129.0,12,2,2,0.226,0.267,0.276,0.543,21.0,1.50,0.25842696629213485,0.0,0.20224719101123595,0.07865168539325842,0.313953488372093,0.24522500000000003,0.035177170627174285,92.16026098480987,-0.5465192241796942,0.294652673484853,0.03995439588894287,106.55036136579707,0.4830711229094415,0.7160625,0.09848702545203575,75.83136946844724,-1.7572111575679918,77.7625,38.44517250979863,69.44221186304452,-0.6180880055602193,39.90625,23.763191470590066,52.62333594361785,-0.7956107252428134
664761,Alec Bohm,9,137,125,72,22,3,10,98,25,1,146,3,497,3,1,15,534.0,204,188.0,0,9,0,0.294,0.326,0.41,0.736,64.0,1.10,0.18352059925093633,0.018726591760299626,0.27340823970037453,0.1198501872659176,0.3417085427135678,0.24522500000000003,0.035177170627174285,119.88989703333672,1.3865526740891827,0.294652673484853,0.03995439588894287,115.96994477334472,1.1777394747629564,0.7160625,0.09848702545203575,102.78432399406476,0.2024378328870306,77.7625,38.44517250979863,187.75116540749076,1.774930258996968,39.90625,23.763191470590066,160.37588097102585,1.0139105275408415
547180,Bryce Harper,67,70,65,54,24,1,15,65,34,6,88,3,284,4,9,11,325.0,159,112.0,0,4,0,0.31,0.385,0.56,0.945,52.0,1.08,0.2,0.046153846153846156,0.27076923076923076,0.16,0.35096153846153844,0.24522500000000003,0.035177170627174285,126.41451728004891,1.8413931207406837,0.294652673484853,0.03995439588894287,119.1102508287881,1.409328403643028,0.7160625,0.09848702545203575,131.9717203456402,2.324544770737288,77.7625,38.44517250979863,113.16508599903553,0.26628830960221955,39.90625,23.763191470590066,130.3054032889585,0.5089278523454029
681082,Bryson Stott,60,93,106,46,15,2,9,68,28,0,83,1,350,3,8,3,379.0,129,164.0,0,0,0,0.237,0.296,0.369,0.665,41.0,0.88,0.17941952506596306,0.023746701846965697,0.21899736147757257,0.10817941952506596,0.27106227106227104,0.24522500000000003,0.035177170627174285,96.6459374044245,-0.2338164171067881,0.294652673484853,0.03995439588894287,91.99382712412597,-0.5904332151123947,0.7160625,0.09848702545203575,92.86898839137645,-0.5184693086793245,77.7625,38.44517250979863,106.73525156727214,0.13623296913715502,39.90625,23.763191470590066,102.74079874706344,0.04602706674958425
596117,Garrett Stubbs,4,24,17,19,4,1,5,23,11,0,26,0,89,6,17,2,101.0,47,30.0,1,0,0,0.292,0.37,0.528,0.898,16.0,1.41,0.22772277227722773,0.04950495049504951,0.25742574257425743,0.15841584158415842,0.3442622950819672,0.24522500000000003,0.035177170627174285,119.0743195024977,1.3296976182577451,0.294652673484853,0.03995439588894287,116.8366439748813,1.2416561555581758,0.7160625,0.09848702545203575,125.4080474818888,1.8473245502637858,77.7625,38.44517250979863,33.435139045169585,-1.3463979121645806,39.90625,23.763191470590066,40.09397024275646,-1.0060201732409129
